eventid,iyear,imonth,iday,country_txt,region_txt,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt,nkill,nwound,summary
1970001207,2000,8,21,Poland,Eastern Europe,Warsaw,Assassination,Military,Russian-backed separatists,Chemical,1,7,Russian-backed separatists attacked Military in Warsaw using chemical. 1 killed and 7 wounded reported.
1970001208,2000,11,20,Israel,Middle East & North Africa,Jerusalem,Assassination,Terrorists/Non-State Militia,Houthi militants,Explosives,1,3,Improvised explosive device targeting terrorists/non-state militia detonated in Jerusalem; Houthi militants suspected.
1970001209,2000,1,11,Iraq,Middle East & North Africa,Fallujah,Bombing/Explosion,Transportation,PKK-aligned,Firearms,2,10,Coordinated Bombing/Explosion on Transportation in Fallujah. Attribution to PKK-aligned.
1970001210,2000,1,14,Libya,Middle East & North Africa,Tripoli,Hijacking,Military,Unknown,Vehicle (non-explosive),0,7,Coordinated Hijacking on Military in Tripoli. Attribution to Unknown.
1970001211,2000,4,7,Israel,Middle East & North Africa,Haifa,Armed Assault,Religious Figures/Institutions,Houthi militants,Melee,0,10,"Houthi militants conducted a Armed Assault on a religious figures/institutions target in Haifa, causing 0 deaths."
1970001212,2000,12,26,Mali,Sub-Saharan Africa,Timbuktu,Bombing/Explosion,Religious Figures/Institutions,ISWAP,Chemical,6,16,ISWAP attacked Religious Figures/Institutions in Timbuktu using chemical. 6 killed and 16 wounded reported.
1970001213,2000,1,28,Mali,Sub-Saharan Africa,Bamako,Bombing/Explosion,Educational Institution,Al-Shabaab,Chemical,93,380,Al-Shabaab attacked Educational Institution in Bamako using chemical. 93 killed and 380 wounded reported.
1970001214,2000,11,23,Mali,Sub-Saharan Africa,Timbuktu,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,JNIM-affiliated,Firearms,13,34,Coordinated Hostage Taking (Kidnapping) on Terrorists/Non-State Militia in Timbuktu. Attribution to JNIM-affiliated.
1970001215,2000,9,8,Sudan,Sub-Saharan Africa,Khartoum,Hijacking,Military,ADF,Incendiary,2,6,Hijacking targeting Military in Khartoum; 2 fatalities. Claim by ADF.
1970001216,2000,11,20,Sri Lanka,South Asia,Jaffna,Assassination,Religious Figures/Institutions,Lashkar-e-Taiba,Melee,2,4,Coordinated Assassination on Religious Figures/Institutions in Jaffna. Attribution to Lashkar-e-Taiba.
1970001217,2000,7,5,Sri Lanka,South Asia,Jaffna,Hostage Taking (Kidnapping),Military,Lashkar-e-Taiba,Sabotage Equipment,0,9,Improvised explosive device targeting military detonated in Jaffna; Lashkar-e-Taiba suspected.
1970001218,2000,3,12,Sri Lanka,South Asia,Jaffna,Facility/Infrastructure Attack,Religious Figures/Institutions,Maoist insurgents,Incendiary,2,10,Maoist insurgents attacked Religious Figures/Institutions in Jaffna using incendiary. 2 killed and 10 wounded reported.
1970001219,2000,6,24,Afghanistan,South Asia,Kabul,Hijacking,Police,Tehrik-i-Taliban Pakistan,Firearms,13,25,"Tehrik-i-Taliban Pakistan conducted a Hijacking on a police target in Kabul, causing 13 deaths."
1970001220,2000,4,7,Philippines,Southeast Asia,Manila,Unarmed Assault,NGO,Abu Sayyaf Group,Explosives,0,9,Unarmed Assault targeting NGO in Manila; 0 fatalities. Claim by Abu Sayyaf Group.
1970001221,2000,6,22,Philippines,Southeast Asia,Manila,Bombing/Explosion,Government (General),MILF dissidents,Sabotage Equipment,2,4,MILF dissidents attacked Government (General) in Manila using sabotage equipment. 2 killed and 4 wounded reported.
1970001222,2000,8,10,Philippines,Southeast Asia,Davao,Hostage Taking (Kidnapping),Transportation,BIFF,Firearms,2,1,"BIFF conducted a Hostage Taking (Kidnapping) on a transportation target in Davao, causing 2 deaths."
1970001223,2000,6,3,Thailand,Southeast Asia,Bangkok,Unarmed Assault,Transportation,BIFF,Sabotage Equipment,3,10,Improvised explosive device targeting transportation detonated in Bangkok; BIFF suspected.
1970001224,2000,6,7,China,East Asia,Urumqi,Facility/Infrastructure Attack,NGO,Unknown,Melee,0,9,"Unknown conducted a Facility/Infrastructure Attack on a ngo target in Urumqi, causing 0 deaths."
1970001225,2000,1,10,China,East Asia,Kunming,Bombing/Explosion,NGO,Unknown,Chemical,1,9,Improvised explosive device targeting ngo detonated in Kunming; Unknown suspected.
1970001226,2000,8,13,Japan,East Asia,Osaka,Facility/Infrastructure Attack,Military,Domestic militant cell,Sabotage Equipment,2,1,Coordinated Facility/Infrastructure Attack on Military in Osaka. Attribution to Domestic militant cell.
1970001227,2000,7,12,Japan,East Asia,Osaka,Hostage Taking (Kidnapping),Transportation,Unknown,Incendiary,12,25,Coordinated Hostage Taking (Kidnapping) on Transportation in Osaka. Attribution to Unknown.
1970001228,2000,3,20,United States,North America,Atlanta,Hijacking,Journalists & Media,Unknown,Incendiary,3,10,Improvised explosive device targeting journalists & media detonated in Atlanta; Unknown suspected.
1970001229,2000,1,25,United States,North America,Atlanta,Facility/Infrastructure Attack,Journalists & Media,Eco-radical cell,Firearms,1,0,Eco-radical cell attacked Journalists & Media in Atlanta using firearms. 1 killed and 0 wounded reported.
1970001230,2000,5,22,Mexico,North America,Tijuana,Hijacking,Government (General),Far-right cell,Sabotage Equipment,1,10,Hijacking targeting Government (General) in Tijuana; 1 fatalities. Claim by Far-right cell.
1970001231,2000,7,27,Mexico,North America,Tijuana,Facility/Infrastructure Attack,Utilities,Far-right cell,Melee,1,8,Far-right cell attacked Utilities in Tijuana using melee. 1 killed and 8 wounded reported.
1970001232,2000,9,23,Brazil,South America,São Paulo,Hijacking,Military,Unknown,Vehicle (non-explosive),10,34,Hijacking targeting Military in São Paulo; 10 fatalities. Claim by Unknown.
1970001233,2000,1,6,Colombia,South America,Medellín,Facility/Infrastructure Attack,Educational Institution,ELN,Incendiary,13,33,Coordinated Facility/Infrastructure Attack on Educational Institution in Medellín. Attribution to ELN.
1970001234,2000,7,4,Brazil,South America,Rio de Janeiro,Armed Assault,Military,FARC-EP dissidents,Melee,0,10,Coordinated Armed Assault on Military in Rio de Janeiro. Attribution to FARC-EP dissidents.
1970001235,2000,6,14,Brazil,South America,Rio de Janeiro,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms,3,6,Hostage Taking (Kidnapping) targeting Private Citizens & Property in Rio de Janeiro; 3 fatalities. Claim by Unknown.
1970001236,2000,7,9,Guatemala,Central America & Caribbean,Guatemala City,Hijacking,Terrorists/Non-State Militia,Local insurgent cell,Melee,1,2,Improvised explosive device targeting terrorists/non-state militia detonated in Guatemala City; Local insurgent cell suspected.
1970001237,2000,4,8,Honduras,Central America & Caribbean,Tegucigalpa,Facility/Infrastructure Attack,Religious Figures/Institutions,MS-13 splinter,Melee,7,25,Improvised explosive device targeting religious figures/institutions detonated in Tegucigalpa; MS-13 splinter suspected.
1970001238,2000,4,23,Guatemala,Central America & Caribbean,Guatemala City,Armed Assault,Transportation,Local insurgent cell,Vehicle (non-explosive),1,10,Armed Assault targeting Transportation in Guatemala City; 1 fatalities. Claim by Local insurgent cell.
1970001239,2000,7,7,Honduras,Central America & Caribbean,Tegucigalpa,Bombing/Explosion,Educational Institution,MS-13 splinter,Chemical,1,5,MS-13 splinter attacked Educational Institution in Tegucigalpa using chemical. 1 killed and 5 wounded reported.
1970001240,2001,2,22,Belgium,Western Europe,Brussels,Armed Assault,Religious Figures/Institutions,Unknown,Explosives,0,5,Coordinated Armed Assault on Religious Figures/Institutions in Brussels. Attribution to Unknown.
1970001241,2001,6,2,United Kingdom,Western Europe,Belfast,Unarmed Assault,Educational Institution,Unknown,Melee,1,1,Unknown attacked Educational Institution in Belfast using melee. 1 killed and 1 wounded reported.
1970001242,2001,11,14,Italy,Western Europe,Rome,Hijacking,Terrorists/Non-State Militia,Far-right cell,Firearms,4,19,Coordinated Hijacking on Terrorists/Non-State Militia in Rome. Attribution to Far-right cell.
1970001243,2001,3,9,Belgium,Western Europe,Brussels,Armed Assault,NGO,IRA-aligned militants,Firearms,0,1,IRA-aligned militants attacked NGO in Brussels using firearms. 0 killed and 1 wounded reported.
1970001244,2001,5,4,Belarus,Eastern Europe,Brest,Assassination,Educational Institution,Russian-backed separatists,Chemical,1,1,Assassination targeting Educational Institution in Brest; 1 fatalities. Claim by Russian-backed separatists.
1970001245,2001,6,9,Romania,Eastern Europe,Cluj-Napoca,Assassination,Utilities,Unknown,Incendiary,0,8,Coordinated Assassination on Utilities in Cluj-Napoca. Attribution to Unknown.
1970001246,2001,11,7,Russia,Eastern Europe,Volgograd,Facility/Infrastructure Attack,Journalists & Media,Far-right militia,Explosives,3,2,Far-right militia attacked Journalists & Media in Volgograd using explosives. 3 killed and 2 wounded reported.
1970001247,2001,9,4,Russia,Eastern Europe,Grozny,Armed Assault,Religious Figures/Institutions,Chechen militants,Firearms,0,8,Chechen militants attacked Religious Figures/Institutions in Grozny using firearms. 0 killed and 8 wounded reported.
1970001248,2001,6,17,Libya,Middle East & North Africa,Misrata,Armed Assault,Terrorists/Non-State Militia,Hezbollah-aligned,Firearms,0,8,Improvised explosive device targeting terrorists/non-state militia detonated in Misrata; Hezbollah-aligned suspected.
1970001249,2001,11,10,Lebanon,Middle East & North Africa,Sidon,Assassination,Religious Figures/Institutions,Local jihadist cell,Vehicle (non-explosive),2,0,Assassination targeting Religious Figures/Institutions in Sidon; 2 fatalities. Claim by Local jihadist cell.
1970001250,2001,10,2,Libya,Middle East & North Africa,Misrata,Bombing/Explosion,Utilities,Houthi militants,Firearms,1,10,Bombing/Explosion targeting Utilities in Misrata; 1 fatalities. Claim by Houthi militants.
1970001251,2001,4,9,Yemen,Middle East & North Africa,Hodeidah,Hostage Taking (Kidnapping),NGO,Houthi militants,Melee,1,4,"Houthi militants conducted a Hostage Taking (Kidnapping) on a ngo target in Hodeidah, causing 1 deaths."
1970001252,2001,1,19,Sudan,Sub-Saharan Africa,Khartoum,Facility/Infrastructure Attack,NGO,Al-Shabaab,Sabotage Equipment,0,7,Al-Shabaab attacked NGO in Khartoum using sabotage equipment. 0 killed and 7 wounded reported.
1970001253,2001,12,9,Mali,Sub-Saharan Africa,Bamako,Bombing/Explosion,Police,Boko Haram,Chemical,0,4,Coordinated Bombing/Explosion on Police in Bamako. Attribution to Boko Haram.
1970001254,2001,10,7,Ethiopia,Sub-Saharan Africa,Addis Ababa,Armed Assault,Religious Figures/Institutions,JNIM-affiliated,Chemical,3,2,Armed Assault targeting Religious Figures/Institutions in Addis Ababa; 3 fatalities. Claim by JNIM-affiliated.
1970001255,2001,12,7,Kenya,Sub-Saharan Africa,Nairobi,Hijacking,Government (General),Al-Shabaab,Explosives,2,13,Al-Shabaab attacked Government (General) in Nairobi using explosives. 2 killed and 13 wounded reported.
1970001256,2001,5,1,Sri Lanka,South Asia,Jaffna,Hostage Taking (Kidnapping),Private Citizens & Property,Lashkar-e-Taiba,Explosives,0,5,Lashkar-e-Taiba attacked Private Citizens & Property in Jaffna using explosives. 0 killed and 5 wounded reported.
1970001257,2001,4,24,Sri Lanka,South Asia,Colombo,Bombing/Explosion,Terrorists/Non-State Militia,Taliban-affiliated,Melee,12,3,Bombing/Explosion targeting Terrorists/Non-State Militia in Colombo; 12 fatalities. Claim by Taliban-affiliated.
1970001258,2001,7,5,Afghanistan,South Asia,Kandahar,Bombing/Explosion,Religious Figures/Institutions,Lashkar-e-Taiba,Incendiary,2,6,"Lashkar-e-Taiba conducted a Bombing/Explosion on a religious figures/institutions target in Kandahar, causing 2 deaths."
1970001259,2001,1,26,India,South Asia,Srinagar,Armed Assault,Journalists & Media,Tehrik-i-Taliban Pakistan,Incendiary,1,7,Coordinated Armed Assault on Journalists & Media in Srinagar. Attribution to Tehrik-i-Taliban Pakistan.
1970001260,2001,12,10,Thailand,Southeast Asia,Pattani,Hijacking,Educational Institution,Unknown,Vehicle (non-explosive),0,5,Improvised explosive device targeting educational institution detonated in Pattani; Unknown suspected.
1970001261,2001,1,10,Indonesia,Southeast Asia,Surabaya,Assassination,Religious Figures/Institutions,Abu Sayyaf Group,Chemical,1,4,Coordinated Assassination on Religious Figures/Institutions in Surabaya. Attribution to Abu Sayyaf Group.
1970001262,2001,8,7,Philippines,Southeast Asia,Mindanao,Facility/Infrastructure Attack,Government (General),BIFF,Firearms,9,37,Facility/Infrastructure Attack targeting Government (General) in Mindanao; 9 fatalities. Claim by BIFF.
1970001263,2001,1,5,Myanmar,Southeast Asia,Mandalay,Hijacking,Military,BIFF,Chemical,11,33,Coordinated Hijacking on Military in Mandalay. Attribution to BIFF.
1970001264,2001,5,26,Taiwan,East Asia,Taipei,Unarmed Assault,Government (General),Unknown,Firearms,3,4,Unknown attacked Government (General) in Taipei using firearms. 3 killed and 4 wounded reported.
1970001265,2001,6,4,Taiwan,East Asia,Taipei,Armed Assault,Government (General),Domestic militant cell,Chemical,1,4,Armed Assault targeting Government (General) in Taipei; 1 fatalities. Claim by Domestic militant cell.
1970001266,2001,4,12,China,East Asia,Kunming,Hijacking,Terrorists/Non-State Militia,Domestic militant cell,Sabotage Equipment,3,5,"Domestic militant cell conducted a Hijacking on a terrorists/non-state militia target in Kunming, causing 3 deaths."
1970001267,2001,6,8,Japan,East Asia,Tokyo,Bombing/Explosion,Journalists & Media,Unknown,Chemical,9,40,Improvised explosive device targeting journalists & media detonated in Tokyo; Unknown suspected.
1970001268,2001,12,27,United States,North America,Los Angeles,Facility/Infrastructure Attack,Private Citizens & Property,Far-right cell,Explosives,0,3,Coordinated Facility/Infrastructure Attack on Private Citizens & Property in Los Angeles. Attribution to Far-right cell.
1970001269,2001,11,8,United States,North America,Washington,Hostage Taking (Kidnapping),Transportation,Far-right cell,Explosives,2,4,Hostage Taking (Kidnapping) targeting Transportation in Washington; 2 fatalities. Claim by Far-right cell.
1970001270,2001,9,1,United States,North America,Los Angeles,Bombing/Explosion,Journalists & Media,Lone-wolf attacker,Sabotage Equipment,2,4,Lone-wolf attacker attacked Journalists & Media in Los Angeles using sabotage equipment. 2 killed and 4 wounded reported.
1970001271,2001,1,27,Canada,North America,Montreal,Assassination,Business,Far-right cell,Melee,3,6,Improvised explosive device targeting business detonated in Montreal; Far-right cell suspected.
1970001272,2001,12,10,Colombia,South America,Cali,Hijacking,Government (General),FARC-EP dissidents,Melee,2,1,"FARC-EP dissidents conducted a Hijacking on a government (general) target in Cali, causing 2 deaths."
1970001273,2001,9,17,Argentina,South America,Buenos Aires,Hostage Taking (Kidnapping),Educational Institution,Shining Path remnants,Chemical,2,3,Coordinated Hostage Taking (Kidnapping) on Educational Institution in Buenos Aires. Attribution to Shining Path remnants.
1970001274,2001,1,24,Argentina,South America,Buenos Aires,Unarmed Assault,Educational Institution,FARC-EP dissidents,Firearms,0,2,FARC-EP dissidents attacked Educational Institution in Buenos Aires using firearms. 0 killed and 2 wounded reported.
1970001275,2001,11,3,Colombia,South America,Medellín,Assassination,Private Citizens & Property,ELN,Melee,0,6,"ELN conducted a Assassination on a private citizens & property target in Medellín, causing 0 deaths."
1970001276,2001,11,20,Cuba,Central America & Caribbean,Havana,Bombing/Explosion,Utilities,Unknown,Sabotage Equipment,9,23,"Unknown conducted a Bombing/Explosion on a utilities target in Havana, causing 9 deaths."
1970001277,2001,1,25,Guatemala,Central America & Caribbean,Guatemala City,Armed Assault,Journalists & Media,Unknown,Chemical,2,9,Unknown attacked Journalists & Media in Guatemala City using chemical. 2 killed and 9 wounded reported.
1970001278,2001,10,19,Honduras,Central America & Caribbean,Tegucigalpa,Bombing/Explosion,Business,Local insurgent cell,Sabotage Equipment,1,8,Bombing/Explosion targeting Business in Tegucigalpa; 1 fatalities. Claim by Local insurgent cell.
1970001279,2001,8,14,Cuba,Central America & Caribbean,Havana,Hijacking,Government (General),MS-13 splinter,Explosives,1,6,MS-13 splinter attacked Government (General) in Havana using explosives. 1 killed and 6 wounded reported.
1970001280,2002,5,24,Spain,Western Europe,Barcelona,Hijacking,Transportation,Anarchist cell,Vehicle (non-explosive),9,31,Improvised explosive device targeting transportation detonated in Barcelona; Anarchist cell suspected.
1970001281,2002,11,21,United Kingdom,Western Europe,Belfast,Bombing/Explosion,Transportation,Basque separatist faction,Incendiary,3,9,Coordinated Bombing/Explosion on Transportation in Belfast. Attribution to Basque separatist faction.
1970001282,2002,5,11,Spain,Western Europe,Barcelona,Hostage Taking (Kidnapping),Military,Anarchist cell,Sabotage Equipment,2,7,"Anarchist cell conducted a Hostage Taking (Kidnapping) on a military target in Barcelona, causing 2 deaths."
1970001283,2002,4,25,Germany,Western Europe,Hamburg,Armed Assault,Religious Figures/Institutions,Basque separatist faction,Sabotage Equipment,3,8,Improvised explosive device targeting religious figures/institutions detonated in Hamburg; Basque separatist faction suspected.
1970001284,2002,5,12,Russia,Eastern Europe,Grozny,Unarmed Assault,Private Citizens & Property,Far-right militia,Firearms,10,16,"Far-right militia conducted a Unarmed Assault on a private citizens & property target in Grozny, causing 10 deaths."
1970001285,2002,2,3,Ukraine,Eastern Europe,Mariupol,Armed Assault,Terrorists/Non-State Militia,Unknown,Melee,3,9,Improvised explosive device targeting terrorists/non-state militia detonated in Mariupol; Unknown suspected.
1970001286,2002,1,25,Poland,Eastern Europe,Gdansk,Facility/Infrastructure Attack,Educational Institution,Russian-backed separatists,Explosives,2,6,Russian-backed separatists attacked Educational Institution in Gdansk using explosives. 2 killed and 6 wounded reported.
1970001287,2002,4,14,Belarus,Eastern Europe,Minsk,Hijacking,NGO,Unknown,Explosives,9,8,Improvised explosive device targeting ngo detonated in Minsk; Unknown suspected.
1970001288,2002,2,21,Israel,Middle East & North Africa,Jerusalem,Bombing/Explosion,Police,PKK-aligned,Melee,1,0,Coordinated Bombing/Explosion on Police in Jerusalem. Attribution to PKK-aligned.
1970001289,2002,12,21,Egypt,Middle East & North Africa,Alexandria,Bombing/Explosion,Terrorists/Non-State Militia,Local jihadist cell,Incendiary,7,15,Local jihadist cell attacked Terrorists/Non-State Militia in Alexandria using incendiary. 7 killed and 15 wounded reported.
1970001290,2002,11,17,Israel,Middle East & North Africa,Jerusalem,Armed Assault,Military,Local jihadist cell,Melee,2,3,Armed Assault targeting Military in Jerusalem; 2 fatalities. Claim by Local jihadist cell.
1970001291,2002,6,21,Israel,Middle East & North Africa,Jerusalem,Hijacking,Transportation,Unknown,Vehicle (non-explosive),2,10,Improvised explosive device targeting transportation detonated in Jerusalem; Unknown suspected.
1970001292,2002,6,13,South Africa,Sub-Saharan Africa,Durban,Hostage Taking (Kidnapping),Journalists & Media,Unknown,Incendiary,3,8,Coordinated Hostage Taking (Kidnapping) on Journalists & Media in Durban. Attribution to Unknown.
1970001293,2002,7,24,Somalia,Sub-Saharan Africa,Kismayo,Bombing/Explosion,Religious Figures/Institutions,Boko Haram,Sabotage Equipment,0,10,Boko Haram attacked Religious Figures/Institutions in Kismayo using sabotage equipment. 0 killed and 10 wounded reported.
1970001294,2002,8,17,Nigeria,Sub-Saharan Africa,Kano,Assassination,Religious Figures/Institutions,Boko Haram,Sabotage Equipment,7,15,Assassination targeting Religious Figures/Institutions in Kano; 7 fatalities. Claim by Boko Haram.
1970001295,2002,9,23,Ethiopia,Sub-Saharan Africa,Addis Ababa,Hostage Taking (Kidnapping),Journalists & Media,Al-Shabaab,Sabotage Equipment,0,3,"Al-Shabaab conducted a Hostage Taking (Kidnapping) on a journalists & media target in Addis Ababa, causing 0 deaths."
1970001296,2002,10,23,Afghanistan,South Asia,Herat,Facility/Infrastructure Attack,Business,Tehrik-i-Taliban Pakistan,Explosives,2,6,Tehrik-i-Taliban Pakistan attacked Business in Herat using explosives. 2 killed and 6 wounded reported.
1970001297,2002,3,22,Afghanistan,South Asia,Kabul,Hijacking,NGO,Tehrik-i-Taliban Pakistan,Incendiary,9,5,Coordinated Hijacking on NGO in Kabul. Attribution to Tehrik-i-Taliban Pakistan.
1970001298,2002,10,11,Pakistan,South Asia,Islamabad,Unarmed Assault,NGO,Taliban-affiliated,Vehicle (non-explosive),3,1,Taliban-affiliated attacked NGO in Islamabad using vehicle (non-explosive). 3 killed and 1 wounded reported.
1970001299,2002,8,18,Afghanistan,South Asia,Herat,Unarmed Assault,Journalists & Media,Lashkar-e-Taiba,Melee,14,14,Unarmed Assault targeting Journalists & Media in Herat; 14 fatalities. Claim by Lashkar-e-Taiba.
1970001300,2002,7,22,Thailand,Southeast Asia,Yala,Unarmed Assault,Journalists & Media,BIFF,Vehicle (non-explosive),6,18,BIFF attacked Journalists & Media in Yala using vehicle (non-explosive). 6 killed and 18 wounded reported.
1970001301,2002,1,24,Myanmar,Southeast Asia,Mandalay,Armed Assault,Educational Institution,MILF dissidents,Sabotage Equipment,12,18,Coordinated Armed Assault on Educational Institution in Mandalay. Attribution to MILF dissidents.
1970001302,2002,11,14,Thailand,Southeast Asia,Pattani,Hijacking,Business,BIFF,Chemical,13,6,Coordinated Hijacking on Business in Pattani. Attribution to BIFF.
1970001303,2002,11,14,Myanmar,Southeast Asia,Yangon,Hijacking,Religious Figures/Institutions,Abu Sayyaf Group,Firearms,33,234,Hijacking targeting Religious Figures/Institutions in Yangon; 33 fatalities. Claim by Abu Sayyaf Group.
1970001304,2002,10,15,China,East Asia,Urumqi,Bombing/Explosion,Utilities,Unknown,Explosives,3,4,Unknown attacked Utilities in Urumqi using explosives. 3 killed and 4 wounded reported.
1970001305,2002,2,19,Taiwan,East Asia,Taipei,Unarmed Assault,Police,Domestic militant cell,Vehicle (non-explosive),0,8,Domestic militant cell attacked Police in Taipei using vehicle (non-explosive). 0 killed and 8 wounded reported.
1970001306,2002,4,8,Taiwan,East Asia,Kaohsiung,Bombing/Explosion,Terrorists/Non-State Militia,Unknown,Vehicle (non-explosive),2,3,"Unknown conducted a Bombing/Explosion on a terrorists/non-state militia target in Kaohsiung, causing 2 deaths."
1970001307,2002,12,11,Taiwan,East Asia,Taipei,Hijacking,Religious Figures/Institutions,Domestic militant cell,Incendiary,3,18,Hijacking targeting Religious Figures/Institutions in Taipei; 3 fatalities. Claim by Domestic militant cell.
1970001308,2002,10,8,Mexico,North America,Mexico City,Assassination,Police,Eco-radical cell,Incendiary,2,5,Assassination targeting Police in Mexico City; 2 fatalities. Claim by Eco-radical cell.
1970001309,2002,1,3,Canada,North America,Montreal,Facility/Infrastructure Attack,Journalists & Media,Unknown,Melee,2,5,Unknown attacked Journalists & Media in Montreal using melee. 2 killed and 5 wounded reported.
1970001310,2002,4,26,Mexico,North America,Juárez,Facility/Infrastructure Attack,Government (General),Unknown,Vehicle (non-explosive),6,7,Coordinated Facility/Infrastructure Attack on Government (General) in Juárez. Attribution to Unknown.
1970001311,2002,6,22,Canada,North America,Ottawa,Hostage Taking (Kidnapping),Utilities,Lone-wolf attacker,Melee,0,9,Hostage Taking (Kidnapping) targeting Utilities in Ottawa; 0 fatalities. Claim by Lone-wolf attacker.
1970001312,2002,10,17,Argentina,South America,Buenos Aires,Hijacking,Religious Figures/Institutions,FARC-EP dissidents,Melee,0,4,"FARC-EP dissidents conducted a Hijacking on a religious figures/institutions target in Buenos Aires, causing 0 deaths."
1970001313,2002,10,1,Colombia,South America,Cali,Hostage Taking (Kidnapping),Business,Shining Path remnants,Explosives,5,31,Hostage Taking (Kidnapping) targeting Business in Cali; 5 fatalities. Claim by Shining Path remnants.
1970001314,2002,11,19,Brazil,South America,Rio de Janeiro,Hostage Taking (Kidnapping),Private Citizens & Property,FARC-EP dissidents,Melee,0,4,FARC-EP dissidents attacked Private Citizens & Property in Rio de Janeiro using melee. 0 killed and 4 wounded reported.
1970001315,2002,1,8,Chile,South America,Valparaíso,Hijacking,Journalists & Media,ELN,Explosives,1,1,ELN attacked Journalists & Media in Valparaíso using explosives. 1 killed and 1 wounded reported.
1970001316,2002,6,24,Honduras,Central America & Caribbean,Tegucigalpa,Facility/Infrastructure Attack,Police,MS-13 splinter,Sabotage Equipment,8,1,Facility/Infrastructure Attack targeting Police in Tegucigalpa; 8 fatalities. Claim by MS-13 splinter.
1970001317,2002,11,4,Cuba,Central America & Caribbean,Havana,Unarmed Assault,Police,Unknown,Chemical,3,24,Unarmed Assault targeting Police in Havana; 3 fatalities. Claim by Unknown.
1970001318,2002,3,27,Cuba,Central America & Caribbean,Havana,Hijacking,Terrorists/Non-State Militia,Local insurgent cell,Firearms,2,4,Coordinated Hijacking on Terrorists/Non-State Militia in Havana. Attribution to Local insurgent cell.
1970001319,2002,9,4,Honduras,Central America & Caribbean,Tegucigalpa,Unarmed Assault,Police,Local insurgent cell,Explosives,1,5,Coordinated Unarmed Assault on Police in Tegucigalpa. Attribution to Local insurgent cell.
1970001320,2003,1,18,Belgium,Western Europe,Brussels,Assassination,Terrorists/Non-State Militia,Anarchist cell,Melee,2,4,"Anarchist cell conducted a Assassination on a terrorists/non-state militia target in Brussels, causing 2 deaths."
1970001321,2003,4,17,Belgium,Western Europe,Brussels,Unarmed Assault,Government (General),Far-right cell,Incendiary,14,30,Improvised explosive device targeting government (general) detonated in Brussels; Far-right cell suspected.
1970001322,2003,5,18,United Kingdom,Western Europe,London,Hostage Taking (Kidnapping),Private Citizens & Property,IRA-aligned militants,Melee,1,0,Coordinated Hostage Taking (Kidnapping) on Private Citizens & Property in London. Attribution to IRA-aligned militants.
1970001323,2003,12,1,Germany,Western Europe,Hamburg,Unarmed Assault,Educational Institution,Far-right cell,Sabotage Equipment,178,127,Coordinated Unarmed Assault on Educational Institution in Hamburg. Attribution to Far-right cell.
1970001324,2003,6,11,Poland,Eastern Europe,Gdansk,Bombing/Explosion,NGO,Russian-backed separatists,Incendiary,0,9,"Russian-backed separatists conducted a Bombing/Explosion on a ngo target in Gdansk, causing 0 deaths."
1970001325,2003,3,17,Russia,Eastern Europe,Grozny,Hijacking,Terrorists/Non-State Militia,Chechen militants,Vehicle (non-explosive),1,4,Hijacking targeting Terrorists/Non-State Militia in Grozny; 1 fatalities. Claim by Chechen militants.
1970001326,2003,8,22,Ukraine,Eastern Europe,Donetsk,Hijacking,Private Citizens & Property,Chechen militants,Chemical,0,5,Coordinated Hijacking on Private Citizens & Property in Donetsk. Attribution to Chechen militants.
1970001327,2003,7,27,Russia,Eastern Europe,Volgograd,Armed Assault,Private Citizens & Property,Far-right militia,Vehicle (non-explosive),0,5,Coordinated Armed Assault on Private Citizens & Property in Volgograd. Attribution to Far-right militia.
1970001328,2003,10,15,Israel,Middle East & North Africa,Haifa,Bombing/Explosion,Religious Figures/Institutions,Hezbollah-aligned,Explosives,1,6,"Hezbollah-aligned conducted a Bombing/Explosion on a religious figures/institutions target in Haifa, causing 1 deaths."
1970001329,2003,11,19,Israel,Middle East & North Africa,Jerusalem,Armed Assault,Religious Figures/Institutions,Hezbollah-aligned,Sabotage Equipment,1,7,Armed Assault targeting Religious Figures/Institutions in Jerusalem; 1 fatalities. Claim by Hezbollah-aligned.
1970001330,2003,10,5,Yemen,Middle East & North Africa,Sana'a,Facility/Infrastructure Attack,Educational Institution,Hamas-aligned,Explosives,0,6,Improvised explosive device targeting educational institution detonated in Sana'a; Hamas-aligned suspected.
1970001331,2003,12,21,Libya,Middle East & North Africa,Tripoli,Assassination,Utilities,Hezbollah-aligned,Incendiary,0,10,Hezbollah-aligned attacked Utilities in Tripoli using incendiary. 0 killed and 10 wounded reported.
1970001332,2003,2,4,Nigeria,Sub-Saharan Africa,Kano,Armed Assault,Private Citizens & Property,JNIM-affiliated,Incendiary,3,10,"JNIM-affiliated conducted a Armed Assault on a private citizens & property target in Kano, causing 3 deaths."
1970001333,2003,5,27,Nigeria,Sub-Saharan Africa,Abuja,Unarmed Assault,Educational Institution,ADF,Chemical,13,24,Coordinated Unarmed Assault on Educational Institution in Abuja. Attribution to ADF.
1970001334,2003,12,21,Sudan,Sub-Saharan Africa,Khartoum,Armed Assault,Educational Institution,Al-Shabaab,Incendiary,1,6,Improvised explosive device targeting educational institution detonated in Khartoum; Al-Shabaab suspected.
